YEAR,MONTH,DAY,TMAX,TMIN,TAVG,HAVG,VDEF,HDEG,CDEG,WCMN,WSPD,ATOT,RAIN,SAVG,BAVG,TR05,TR25,TR60
2000,1,1,69.04,38.58,53.69,60.74,6.76,11.19,0,31.63,15.82,11.45,0,45.16,46.2,1.8101,1.584,1.5508
2000,1,2,60.58,31.12,48.24,58.04,5.47,19.15,0,25.76,6.21,12.16,0,47.04,48.35,1.8401,1.584,1.5464
2000,1,3,55.06,26.92,40.14,86.71,1.39,24.01,0,12.03,13.38,8.88,0.11,45.64,45.87,1.8145,1.5792,1.542
2000,1,4,44.77,17.64,29.75,64.11,2.28,33.8,0,6.09,11.32,12.77,0.01,41.85,39.53,1.7812,1.5782,1.5392
2000,1,5,53.69,26.63,38.42,48.98,4.76,24.84,0,15.09,15.63,12.38,0,40.03,38.82,1.79,1.5799,1.5392
2000,1,6,53.6,22.12,35.21,72.81,2.59,27.14,0,13.88,8.24,12.15,0,40.08,39.62,1.8021,1.5804,1.5388
2000,1,7,54.63,20.32,37.34,74.73,2.79,27.53,0,12.8,6.1,12.35,0,40.37,40.03,1.8191,1.5804,1.5371
2000,1,8,51.22,39.95,46.06,95.26,0.55,19.41,0,33.15,11.96,3.76,0.13,44.39,44.6,1.6116,1.5841,1.5352
2000,1,9,53.76,30.67,40.52,72.6,2.87,22.78,0,23.28,9.52,12.71,0.01,43.3,42.74,1.5944,1.5828,1.5367
2000,1,10,64.9,31.75,45.12,47.59,6.31,16.67,0,24.01,10.57,10.54,0,41.89,41.25,1.6242,1.5827,1.5356
2000,1,11,58.96,23.79,40.03,61.89,4.33,23.62,0,16.54,6,12.82,0,42.26,42.07,1.6601,1.5842,1.5333
2000,1,12,67.06,36.19,49.6,50.57,7.12,13.38,0,31.01,11.16,12.71,0,43.4,43.66,1.7039,1.587,1.5352
2000,1,13,51.6,26.2,38.84,54.71,4.01,26.1,0,24.26,8.95,12.94,0,43.03,43.37,1.7618,1.5826,1.531
2000,1,14,57.02,18.6,37.8,55.86,4.74,27.19,0,10.88,11.53,12.3,0,40.74,40.56,1.8111,1.5824,1.5295
2000,1,15,66.96,39.46,52.99,57.68,5.83,11.79,0,31.81,16.25,8.21,0,43.75,44.25,1.8414,1.5861,1.5308
2000,1,16,55.22,39.63,46.52,-996,-996,17.58,0,33,7.47,2.42,0,46.45,47.01,1.8367,1.5854,1.5293
2000,1,17,46.6,39.24,42.28,-996,-996,22.08,0,32.57,5.92,2.91,0,45.91,45.69,1.8284,1.5852,1.5283
2000,1,18,49.73,31.7,39.26,88.45,1.2,24.29,0,27.04,6.24,8.68,0,45.27,44.91,1.8382,1.5875,1.5274
2000,1,19,67.21,34.6,47.49,69.14,4.73,14.09,0,25.73,10.99,9.85,0,46.06,46.02,1.8586,1.5919,1.5306
2000,1,20,42.07,20.64,31.45,56.97,2.84,33.64,0,11.84,7.93,12.88,0,44.05,43.69,1.9097,1.5881,1.5253
2000,1,21,52.61,26.42,39.38,53.73,4.26,25.48,0,18.36,12.23,10.73,0,42.8,42.31,1.9529,1.5921,1.5291
2000,1,22,55.6,27.18,40.46,71.47,3.16,23.61,0,17.21,7.33,12.07,0,43.48,43.49,1.9844,1.5969,1.5312
2000,1,23,56.01,21.77,37.75,77.65,2.3,26.11,0,13.8,9.8,12.26,0,43.54,43.73,2.012,1.5941,1.5276
2000,1,24,45.2,11.73,28.89,71.11,2.19,36.53,0,3.58,7.01,11.49,0,40.62,39.86,2.0471,1.595,1.5282
2000,1,25,37.3,25.71,31.2,58.57,2.54,33.5,0,14.12,11.04,11.47,0,40.41,39.79,2.0619,1.5946,1.5238
2000,1,26,30.43,24.87,26.93,86.07,0.78,37.35,0,14.72,7.75,3.65,0,39.5,38.16,2.0725,1.5951,1.5251
2000,1,27,28.75,21.9,25.39,99.74,0.01,39.67,0,15.01,6.81,6.43,0,39.1,36.55,2.0093,1.5964,1.5265
2000,1,28,25.32,20.87,22.61,95.9,0.17,41.91,0,12.37,5.28,8.03,0,38.52,35.8,1.7535,1.6024,1.5276
2000,1,29,33.34,11.34,21.06,86.97,0.63,42.66,0,1.05,3.72,15.29,0,38.13,35.41,1.5988,1.5973,1.5249
2000,1,30,36.72,13.5,24.5,87.2,0.74,39.89,0,7.61,3.29,14.18,0,37.64,35.21,1.5799,1.5966,1.5275
2000,1,31,40.65,11.05,23.8,96.09,0.2,39.15,0,8.19,3.83,12.74,0.28,37,35.02,1.5654,1.5974,1.5285
2000,2,1,26.72,19.81,24.01,99.25,0.03,41.73,0,13.08,5.98,7.56,0,36.52,34.86,1.5398,1.5931,1.5271
2000,2,2,51.76,19.43,34.16,80.43,2.04,29.4,0,11.09,9.29,15.08,0.33,36.54,36.34,1.5431,1.5935,1.5278
2000,2,3,55.22,31.68,43.16,64.57,3.79,21.55,0,24.69,12,-996,0,39.4,39.76,-996,-996,-996
2000,2,4,43.69,19.55,34.43,67.1,2.57,33.38,0,19.09,11.79,15.8,0,39.27,38.97,1.5421,1.5896,1.5185
2000,2,5,48,16.3,32.62,71.47,2.45,32.85,0,9.24,9.14,14.72,0,37.84,36.96,1.5538,1.5885,1.5164
2000,2,6,57.81,30.33,41.32,66.75,3.77,20.93,0,20.68,8.81,11.71,0,39.75,38.92,1.5612,1.5875,1.5154
2000,2,7,63.05,28.44,43.16,66.54,4.82,19.26,0,21.7,7.74,15.88,0,41.47,41.55,1.5668,1.5828,1.5124
2000,2,8,66.49,26.77,46.87,60.55,6.17,18.37,0,21.32,8.87,16.14,0,42.68,43.41,1.5837,1.5863,1.5162
2000,2,9,76.69,43.02,59.04,50.01,10.08,5.14,0,37.57,16.39,12.92,0,46.27,47.71,1.6128,1.5851,1.5151
2000,2,10,70.65,39.18,53.78,52.74,8.2,10.09,0,33.95,8.65,14.7,0,48.6,50.37,1.6831,1.5855,1.5155
2000,2,11,42.63,28.94,36.93,72.05,2.13,29.21,0,19.38,14.4,9.71,0,46.26,47.01,1.7512,1.5824,1.5149
2000,2,12,53.37,18.07,36.62,70.85,2.95,29.28,0,8.46,9.69,16.16,0,43.63,43.61,1.7953,1.5805,1.512
2000,2,13,51.8,31.87,41.15,75.87,2.2,23.17,0,23.85,13.11,8.28,0,44.71,44.89,1.8181,1.5813,1.5128
2000,2,14,54.39,19.8,36.19,70.02,2.96,27.91,0,15.1,6.09,16.03,0,43.48,43.36,1.8573,1.5811,1.5117
2000,2,15,79.16,40.57,55.68,49.28,9.87,5.14,0,33.88,9.61,16.17,0,46.74,47.65,1.9023,1.5851,1.5142
2000,2,16,53.87,33.39,45.04,51.17,5.34,21.37,0,22.81,12.27,15.75,0,46.83,47.89,1.9677,1.5805,1.51
2000,2,17,65.08,39.74,51.73,82.04,2.05,12.59,0,34.58,9.99,4.6,0.06,48.31,49.2,1.943,1.5842,1.5114
2000,2,18,64.42,33.2,41.05,76.88,1.95,16.19,0,23.75,16.76,6.46,0,47.77,47.91,1.9138,1.5788,1.5071
2000,2,19,50.34,27.7,36.51,75.42,2.18,25.98,0,22.6,5.27,15.68,0,45.89,45.79,1.9507,1.5793,1.5031
2000,2,20,62.1,23.98,45.21,64.41,5.32,21.96,0,20.7,8.83,15.87,0,45.68,45.75,2.007,1.5821,1.5054
2000,2,21,69.71,46.28,58.62,61.23,6.77,7,0,41.75,16.38,13.73,0,49.57,50.79,2.0394,1.584,1.505
2000,2,22,68.67,52,59.82,91.37,1.7,4.67,0,-996,19.15,4.33,0.48,52.96,54.28,2.0139,1.5848,1.5052
2000,2,23,71.15,46.4,57.07,74.45,4.81,6.22,0,40.52,14.72,14.63,0,53.04,53.55,1.6834,1.579,1.5031
2000,2,24,74.91,42.07,60,74.13,5.28,6.51,0,36.1,17.09,16.52,0,52.9,53.04,1.7034,1.5842,1.5048
2000,2,25,66.47,45.94,58.59,57.6,7.67,8.79,0,41.93,17.75,18.85,0.58,55.2,55.41,1.5972,1.579,1.4991
2000,2,26,55.96,31.1,45.52,53.84,5.21,21.47,0,26.25,11.03,14.47,0,49.06,47.69,1.5776,1.5753,1.4983
2000,2,27,68.02,27.86,48.1,58.64,6.75,17.06,0,28.51,9.11,19.79,0,47.29,46.7,1.6153,1.5739,1.4936
2000,2,28,70.77,42.04,56.04,52.1,8.6,8.59,0,35.72,18.23,16.97,0,49.65,50.52,1.6778,1.5759,1.4968
2000,2,29,71.71,45.37,57.93,58.62,7.83,6.46,0,40.17,20.07,-996,0,52.94,55.07,1.759,1.5726,1.4918
2000,3,1,67.91,28.74,49.7,59.65,7,16.67,0,24.61,7.17,19.74,0,51.41,52.93,1.8706,1.5693,1.4909
2000,3,2,54.39,43.46,48.22,81.3,2.28,16.08,0,37.64,14.09,3.97,0.71,49.73,50.13,1.7744,1.5659,1.486
2000,3,3,44.69,30.77,39.74,91.27,0.8,27.27,0,23.77,13.23,5.85,0.07,46.89,46.18,1.5457,1.5661,1.4869
2000,3,4,63.03,27.47,44.45,77.52,3.57,19.75,0,21.96,7.16,20.88,0,46.78,46.23,1.5535,1.5663,1.4869
2000,3,5,67.69,38.43,52.93,68.02,5.44,11.94,0,31.5,14.13,18.74,0,49.25,48.93,1.5791,1.5647,1.4856
2000,3,6,76.42,49.1,61.89,78.24,4.93,2.24,0,43.38,15.14,16.64,0,53.56,54.43,1.6111,1.5638,1.4835
2000,3,7,71.78,53.2,62.5,89.87,2.3,2.51,0,-996,17.34,8.94,0.7,56.99,58.22,1.6279,1.562,1.483
2000,3,8,69.71,47.97,57.26,52.47,8.47,6.16,0,41.39,15.34,21.58,0,54.84,54.57,1.5236,1.5574,1.4761
2000,3,9,53.28,35.75,44.44,69.49,3.27,20.49,0,28.48,9.88,20.93,0,51.85,51.21,1.5211,1.5534,1.4757
2000,3,10,49.66,30.7,39.45,80.99,1.83,24.82,0,18.97,14.09,12.03,0.01,49.5,48.66,1.5305,1.5509,1.4736
2000,3,11,49.84,29.64,38.21,74.11,2.58,25.26,0,20.33,10.94,21.74,0,47.09,46.58,1.5442,1.5534,1.4757
2000,3,12,60.85,27.86,43.62,70.06,4.09,20.64,0,20.34,11.12,21.56,0,47.67,47.81,1.5621,1.5536,1.4761
2000,3,13,66.76,32.01,49.88,74.63,4.18,15.62,0,26.78,5.96,17.75,0,50.47,51.31,1.6168,1.5528,1.4733
2000,3,14,62.13,48.45,54.24,81.04,2.9,9.71,0,44.43,10.92,7.06,0,52.59,53.48,1.696,1.5525,1.4723
2000,3,15,73.18,49.51,61.14,80.96,4.41,3.65,0,45.26,13.65,19.55,0.3,55.61,57.53,1.7456,1.5534,1.4773
2000,3,16,51.91,30.63,35.6,99.84,0.01,23.73,0,19.32,12.53,1.95,0.23,49.93,49.05,1.5728,1.5437,1.4708
2000,3,17,44.02,31.91,38.9,99.32,0.06,27.03,0,25.87,4.99,3.44,0.4,45.32,43.58,1.5291,1.5439,1.4723
2000,3,18,47.59,39.43,42.18,91.32,0.85,21.49,0,30.82,8.9,5.66,0.02,47.26,46.06,1.5287,1.5465,1.4685
2000,3,19,60.55,37.21,46.12,67.95,4.29,16.12,0,27.83,11.1,23.28,0,48.96,48.53,1.5285,1.5431,1.4681
2000,3,20,73.85,37.63,55,57.6,8.43,9.26,0,29.59,15.37,23.64,0,50.32,50.28,1.5416,1.5443,1.4706
2000,3,21,57.58,49.82,53.34,78.29,3.11,11.3,0,47.79,10.07,3.52,0.07,51.55,51.38,1.5466,1.5417,1.4676
2000,3,22,55.62,48.36,51.67,99.01,0.12,13.01,0,43.7,9.54,2.42,1.17,51.76,51.22,1.5329,1.5364,1.4651
2000,3,23,66.2,52.21,58.54,82.23,3.32,5.79,0,-996,17.45,11.54,1.07,54.88,54.8,1.5,1.5324,1.4651
2000,3,24,76.1,44.16,59.33,73.54,6.46,4.87,0,39.79,6.96,24.14,0,56.15,56.53,1.4873,1.532,1.4641
2000,3,25,74.82,46.11,60.24,78.15,5.13,4.54,0,42.32,6.65,23.53,0,58.92,59.19,1.4956,1.5294,1.4638
2000,3,26,81.27,47.53,63.33,75.4,6.63,0.6,0,46.75,8.01,22.29,0,60.57,60.39,1.4947,1.5277,1.4651
2000,3,27,72,41.52,58.23,60.08,8.14,8.24,0,36.52,9.23,24.74,0,59.72,58.34,1.4958,1.5257,1.4647
2000,3,28,69.89,45.28,58.92,54.63,8.33,7.41,0,41.95,13.03,21.16,0.08,58.7,59.1,1.5072,1.5287,1.4683
2000,3,29,49.73,42,45.85,89.17,1.16,19.13,0,37.5,10.96,4.77,0,54.34,52.98,1.5114,1.5247,1.4641
2000,3,30,60.33,40.17,48.31,81.29,2.61,14.75,0,35.93,9.56,14.74,0,53.57,52.31,1.5198,1.5257,1.4638
2000,3,31,61,34.86,48.9,81.23,2.87,17.07,0,30.13,7.39,11.97,0,52.79,51.4,1.5293,1.5235,1.4664
2000,4,1,48.22,44.66,46.21,98.28,0.19,18.56,0,38.06,12.12,1.76,1.31,51.17,50.2,1.5253,1.5175,1.4622
2000,4,2,63.36,39.95,50.59,81.59,3.11,13.35,0,35.62,5.7,22.67,0,53.54,54.06,1.505,1.517,1.4611
2000,4,3,53.74,31.29,45.64,67.66,3.69,22.48,0,24.1,15.18,18.05,0,53.44,51.64,1.4951,1.515,1.4615
2000,4,4,68.38,29.87,50.09,59.45,6.92,15.88,0,23.02,11.24,26.25,0,52.08,49.33,1.5061,1.5126,1.4598
2000,4,5,85.32,49.66,67.53,44.75,15.21,0,2.49,45.58,17.65,26.62,0,55.92,54.81,1.5072,1.515,1.4636
2000,4,6,75.94,51.76,65.27,57.89,9.97,1.15,0,-996,11.07,26.04,0,60.04,59.24,1.5021,1.511,1.4655
2000,4,7,71.35,43.92,59.68,62.97,6.93,7.37,0,38.32,16.56,25.57,0,59.96,60.43,1.5038,1.5072,1.463
2000,4,8,56.91,30.27,43.92,56.35,4.94,21.41,0,22.85,8.39,27.09,0,56.16,55.96,1.5417,1.5066,1.4605
2000,4,9,67.73,39.1,53.98,47.49,8.5,11.58,0,32.82,16.26,21.59,0,54.79,55.56,1.7139,1.5053,1.4603
2000,4,10,76.91,52.41,63.38,72.96,5.97,0.34,0,-996,16.94,23.93,0,58.17,60.81,1.8436,1.5092,1.4651
2000,4,11,64.83,50.07,55.83,84.28,2.51,7.55,0,-996,13.32,9.72,0.16,58.98,59.89,1.8651,1.5064,1.4622
2000,4,12,52.74,44.09,48.25,93.33,0.81,16.59,0,38.03,7.66,6.81,0.12,55.39,54.15,1.5809,1.5045,1.4613
2000,4,13,63.37,48.56,53.46,90.24,1.68,9.03,0,45.01,7.66,13.28,0.01,56.8,56.2,1.5453,1.5058,1.4626
2000,4,14,71.46,49.46,58.07,89.51,2.32,4.54,0,43.65,18.71,19.29,0,57.96,57.54,1.594,1.5074,1.4632
2000,4,15,70.3,43.54,60.47,86.69,2.76,8.08,0,36.48,15.94,8.31,0.37,59.42,59.46,1.6461,1.5066,1.4619
2000,4,16,62.89,36.63,48.06,78.33,3.27,15.24,0,26.17,9.9,27.09,0,58.81,57,1.5523,1.5037,1.459
2000,4,17,69.75,36.1,52.75,79.28,3.84,12.08,0,31.24,6.34,22.35,0,58.46,56.92,1.5875,1.5043,1.4588
2000,4,18,85.51,52.27,70.13,78.47,7.3,0,3.89,-996,14.9,26.85,0,62.83,64.26,1.7517,1.5076,1.4622
2000,4,19,87.76,57.33,73.35,65.41,11.38,0,7.54,-996,15.86,25.34,0,67.13,70.77,1.9679,1.5084,1.4638
2000,4,20,72,46.07,59.09,49.52,9.35,5.97,0,42.59,14.23,28.13,0,64.08,66.28,2.1617,1.5037,1.4575
2000,4,21,69.89,35.62,54.26,70.79,5.77,12.25,0,31.13,5.17,26.91,0,62.83,64.75,2.2803,1.5068,1.4634
2000,4,22,69.46,46.8,59.35,66.61,6.6,6.87,0,41.89,15.55,13.6,0.09,61.24,62.36,2.341,1.507,1.4645
2000,4,23,72.1,54.01,61.91,78.52,4.71,1.94,0,-996,12.99,21.57,0,62.34,63.02,2.3375,1.5126,1.4668
2000,4,24,74.44,53.31,62.49,74.03,6.28,1.12,0,-996,6.78,27.86,0,64.42,66.65,2.3678,1.512,1.4655
2000,4,25,76.14,47.07,62.76,67.9,8,3.4,0,46.84,6.89,27.76,0.02,65.71,68.77,2.4422,1.649,1.4641
2000,4,26,74.57,42.29,60.41,66.73,7.58,6.57,0,40.07,6.55,17,0,62.91,65.19,2.5702,1.8424,1.464
2000,4,27,73.35,47.61,62.92,61.51,8.93,4.52,0,46.12,10.08,28.06,0.33,64.71,65.39,2.6031,1.9013,1.4657
2000,4,28,71.35,43.47,57.95,71.7,5.82,7.59,0,38.52,6.49,28.51,0,63.8,64.45,2.6945,1.9187,1.467
2000,4,29,70.45,51.35,61.02,82.17,3.61,4.1,0,-996,10.99,15.49,0.01,62.76,64.3,2.813,1.9499,1.4693
2000,4,30,64.2,58.8,61.71,-996,-996,3.5,0,-996,12,1.17,2.06,61.04,61.63,2.3385,1.8412,1.4626
2000,5,1,62.13,52.32,57.02,-996,-996,7.77,0,-996,8.64,11.9,0.06,60.04,61.59,1.5171,1.6476,1.4592
2000,5,2,62.46,47.26,55.1,92.33,1.37,10.14,0,46.63,4.6,11.43,0,60.59,60.8,1.5084,1.6377,1.4596
2000,5,3,69.94,48.04,59.14,-996,-996,6.01,0,46.29,3.79,19.03,0,61.45,62.84,1.5107,1.6298,1.4596
2000,5,4,75.78,49.59,63.01,82.22,4.74,2.32,0,-996,4.74,-996,0.01,63.72,66.21,1.5063,1.6203,1.4571
2000,5,5,69.76,54.77,63.75,98.5,0.34,2.73,0,-996,10.42,-996,0.01,63.98,65.09,1.5023,1.6169,1.4588
2000,5,6,83.82,67.86,74.16,87.2,4.34,0,10.84,-996,14.91,-996,0,66.88,69.7,1.5074,1.6173,1.4584
2000,5,7,92.32,68.83,79.02,73.9,10.9,0,15.57,-996,16.61,28.58,0,70.36,73.61,1.5969,1.6106,1.4586
2000,5,8,86.2,62.24,73.17,78.11,6.83,0,9.22,-996,14.87,23.36,0,71.3,74.62,1.8526,1.6064,1.4592
2000,5,9,70.66,50.83,60.94,79.11,4.62,4.25,0,-996,11.24,25.23,0.42,67.63,69.25,1.6427,1.5998,1.4586
2000,5,10,83.5,51.22,67.9,81.31,5.51,0,2.36,-996,17.93,26.12,0.01,66.57,68.11,1.6659,1.5955,1.4558
2000,5,11,92.41,72.01,80.85,74.55,10.3,0,17.21,-996,22.67,27.99,0,70.91,75.95,1.8792,1.5969,1.4575
2000,5,12,77.56,47.41,68,68.54,7.72,2.52,0,43.36,15.75,25.17,0,70.92,75.22,2.0797,1.5939,1.4558
2000,5,13,69.44,42.24,56.57,58.62,7.98,9.16,0,37.62,8.29,30.93,0,65.96,69.79,2.2293,1.5949,1.4569
2000,5,14,75.09,42.95,60.24,58.44,9.36,5.98,0,37.98,11.09,29.8,0,64.68,70.41,2.345,1.6276,1.4632
2000,5,15,78.08,54.77,67.14,66.63,7.96,0,1.42,-996,15.94,17.68,0,65.44,70.69,2.4445,1.7754,1.4615
2000,5,16,83.1,67.1,74.16,79.92,6.21,0,10.1,-996,18.18,13.86,0,67.59,72.08,2.5196,1.8674,1.4602
2000,5,17,82.8,70.36,75.16,69.69,9.62,0,11.58,-996,22.05,15.92,0,68.56,72.92,2.6469,1.9415,1.4649
2000,5,18,75.78,48.96,64.34,60.71,9.08,2.63,0,46.22,11.47,28.88,0,67.56,73.09,2.8252,2.0145,1.4628
2000,5,19,-996,-996,-996,-996,-996,-996,-996,41.38,-996,-996,0,-996,-996,-996,-996,-996
2000,5,20,77.95,44.17,62.96,72.01,7.46,3.94,0,41.74,4.62,29.84,0,65.61,70.91,3.1052,2.1244,1.4645
2000,5,21,87.08,56.32,71.34,66.9,10.84,0,6.7,-996,8.01,29.98,0.43,68.66,75.07,3.16,2.1714,1.4714
2000,5,22,93.78,62.37,77.43,64.11,14.7,0,13.07,-996,12.32,29.76,0,70.18,74.9,2.6035,2.2031,1.4727
2000,5,23,96.85,66.02,81.76,53.32,19.48,0,16.44,-996,11.16,30.54,0,71.79,78.09,2.7845,2.2519,1.4773
2000,5,24,96.82,64.26,81.13,63.26,16.29,0,15.54,-996,8.37,29.32,0.85,73.46,81.47,3.0194,2.3066,1.4932
2000,5,25,79.21,63.77,70.22,92.77,1.99,0,6.49,-996,11.51,7.78,0.02,72.31,74.55,2.1271,2.3405,1.5278
2000,5,26,86.95,63.79,74.35,80.81,6.41,0,10.37,-996,14.14,23.98,1,72.44,74.66,1.6667,2.335,1.5477
2000,5,27,83.03,57.67,71.69,70.75,8.66,0,5.35,-996,9.54,-996,0,71.75,73.02,1.5107,2.1474,1.5754
2000,5,28,86.34,55.76,71.95,66.22,11.48,0,6.05,-996,7.68,30.94,0,70.89,72.88,1.5877,2.0478,1.6017
2000,5,29,90.73,64.11,77.53,58.25,15.32,0,12.42,-996,14.52,30.88,0,71.39,75.71,1.8564,2.0776,1.6499
2000,5,30,91.8,69.03,80.85,65.54,14.1,0,15.41,-996,16.58,29.67,0,72.73,79.7,2.0556,2.1383,1.7128
2000,5,31,90.54,70.83,80.92,61.09,15.72,0,15.68,-996,15.46,30.4,0,73.72,81.7,2.2004,2.1986,1.7787
2000,6,1,89.26,69.93,78.79,66.4,12.74,0,14.59,-996,13.18,28.34,0,73.98,81.79,2.3543,2.2694,1.8478
2000,6,2,75.76,67.08,69.27,92.19,1.97,0,6.42,-996,8.39,5.65,0.28,72.69,75.68,2.4469,2.3052,1.8879
2000,6,3,74.82,66.49,69.16,93.32,1.73,0,5.66,-996,6.14,8.86,0.1,71.54,72.27,2.3434,2.3166,1.8926
2000,6,4,83.5,65.25,72.87,85.12,4.96,0,9.37,-996,6.57,19.81,0.33,72.5,73.99,2.1814,2.3255,1.9045
2000,6,5,75.78,57.49,65.74,66.74,8.08,0,1.63,-996,10.64,31.07,0,71.91,71.67,1.726,2.3495,1.9405
2000,6,6,78.69,55.17,65.66,66.37,8.59,0,1.93,-996,8.85,30.34,0,69.58,71.84,1.9504,2.3971,1.9829
2000,6,7,82.67,58.21,69.85,64.73,10.2,0,5.44,-996,12.48,30.42,0,69.32,74.55,2.091,2.4472,2.0266
2000,6,8,84.36,54.88,72.24,62.56,12.07,0,4.62,-996,13.31,31.64,0,69.44,76.03,2.1964,2.5042,2.0767
2000,6,9,83.48,66.97,75.18,78.97,6.71,0,10.23,-996,16.66,18.5,0,71.17,77.03,2.2742,2.5545,2.1293
2000,6,10,78.06,67.06,72.81,86.57,3.84,0,7.56,-996,16.46,8.8,0.01,71.38,74.52,2.324,2.5791,2.1606
2000,6,11,84.52,64.6,74.52,83.89,5.42,0,9.56,-996,10.98,20.76,0.08,71.82,75.71,2.3191,2.6011,2.1808
2000,6,12,87.93,68.65,78.11,76.52,8.88,0,13.29,-996,14.08,27.25,0,73.32,79.48,2.3233,2.6527,2.2148
2000,6,13,89.71,70.86,80.12,65.44,13.37,0,15.29,-996,20.73,27.87,0,73.84,81.12,2.3887,2.7497,2.2609
2000,6,14,82.31,58.64,71.09,71.52,8.81,0,5.48,-996,9.22,23.74,0.18,73.15,78.24,2.4214,2.8447,2.2934
2000,6,15,88.21,60.21,75.16,64.55,13.18,0,9.21,-996,13.69,30.42,0,71.4,77.24,2.4036,2.9297,2.3183
2000,6,16,80.1,60.12,69.26,81.92,4.48,0,5.11,-996,14.25,7.64,0.01,71.99,75.3,2.4521,2.9872,2.3437
2000,6,17,64.74,57.67,60.78,95.2,0.89,3.79,0,-996,10.57,4.33,2.68,66.25,66.39,1.6071,2.0492,2.3418
2000,6,18,73.33,59.52,65.5,88.07,2.87,0,1.42,-996,5.89,15.59,0.01,67.61,69.11,1.5162,1.6058,2.3434
2000,6,19,79.65,66.96,72.33,92.65,2.13,0,8.3,-996,13.26,9.44,0.68,69.35,71.28,1.5055,1.5957,2.3356
2000,6,20,86.99,71.33,77.79,80.09,7.16,0,14.16,-996,16.73,22.07,0,71.68,74.32,1.5036,1.5915,2.2011
2000,6,21,73.99,63.84,69.53,90.4,2.48,0,3.92,-996,8.51,10.49,0.89,71.12,72.63,1.5046,1.586,1.7409
2000,6,22,89.69,64.02,74.34,87.47,4.67,0,11.86,-996,9.19,21.44,0,71.42,73.97,-996,-996,-996
2000,6,23,89.47,70.2,79.53,77.63,8.7,0,14.84,-996,14.44,26.99,0,73.59,77.47,-996,-996,-996
2000,6,24,91.8,66.9,80.57,72.38,11.23,0,14.35,-996,11.48,28.27,0.11,74.52,79.68,1.4953,1.5772,1.5984
2000,6,25,85.68,65.59,75.68,83.33,5.52,0,10.63,-996,12.1,14.01,0.53,73.84,76.39,1.4934,1.5709,1.5889
2000,6,26,77.99,64.65,71.9,88.21,3.4,0,6.32,-996,7.94,14.56,0.36,73.72,75.04,1.4886,1.5693,1.5857
2000,6,27,76.19,63.7,69.2,90.52,2.52,0,4.94,-996,5.07,10.16,0.05,72.2,72.79,1.4866,1.565,1.5827
2000,6,28,78.01,64.04,69.64,89.66,2.9,0,6.02,-996,5.76,12.28,0.56,71.58,72.22,1.4863,1.5598,1.5764
2000,6,29,79.66,61.39,70.23,82.62,5.3,0,5.53,-996,4.4,15.68,0,71.08,72.44,1.4865,1.5576,1.5743
2000,6,30,87.73,57.34,74.73,81.75,6.74,0,7.54,-996,8.98,26.42,0,71.73,74.43,1.4835,1.5536,1.5692
2000,7,1,87.03,71.26,76.82,81.44,6.53,0,14.14,-996,12.1,23.52,0,73.68,78.12,1.4894,1.5602,1.5734
2000,7,2,86.31,73.11,77.66,85.36,5.29,0,14.71,-996,14.92,23.09,0.21,74.05,77.99,1.4937,1.5578,1.5637
2000,7,3,89.04,72,79.59,78.91,8.12,0,15.52,-996,13.93,24.15,0.06,74.96,78.89,1.4882,1.5523,1.5644
2000,7,4,90.72,72.3,80.31,70.2,11.82,0,16.51,-996,14.76,29.02,0,75.21,80.84,1.524,1.5475,1.5635
2000,7,5,91.44,69.22,80.2,65.84,13.49,0,15.33,-996,13.24,29.95,0,74.93,81.99,1.7099,1.5459,1.5606
2000,7,6,92.34,69.1,80.31,69.45,12.89,0,15.72,-996,9.91,29.73,0,75.56,83.77,1.8583,1.5453,1.5597
2000,7,7,91.89,67.75,80.1,69.84,12.76,0,14.82,-996,9.67,29.53,0,75.82,84.37,1.9734,1.5461,1.5582
2000,7,8,92.75,70.03,81.88,69,13.43,0,16.39,-996,11.67,27.17,0,76.22,84.67,2.0634,1.5453,1.5568
2000,7,9,94.51,70.68,83.31,61.18,17.08,0,17.6,-996,14.23,29.81,0,76.46,85.28,2.1456,1.6393,1.5551
2000,7,10,94.14,73.06,83.34,59.34,17.44,0,18.6,-996,13.8,-996,0,76.79,86,2.2374,1.8436,1.5544
2000,7,11,95.49,72.54,84.1,62.95,16.69,0,19.01,-996,11.3,29.34,0,77.61,86.71,2.3328,1.9479,1.5585
2000,7,12,93.97,72.75,83.73,66.39,14.68,0,18.36,-996,6.02,23.34,0,78.64,87.84,2.4325,2.0145,1.5587
2000,7,13,93.9,64.47,80.07,71.84,11.96,0,14.19,-996,6.58,29.25,0,78.7,88.09,2.5392,2.0685,1.5604
2000,7,14,94.26,59.88,78.13,66.7,14.5,0,12.07,-996,4.71,30.11,0,77.15,86.88,2.672,2.1256,1.572
2000,7,15,96.58,67.59,83.08,65.23,16.38,0,17.09,-996,7.98,28.93,0,77.81,87.71,2.781,2.1835,1.6007
2000,7,16,97.41,71.62,85.43,59.37,19.19,0,19.51,-996,10.87,26.56,0,78.78,88.13,2.8859,2.2374,1.6417
2000,7,17,95.67,69.24,82.18,58.74,17.69,0,17.45,-996,11.28,22.34,0.53,77.47,82.25,2.0027,2.2813,1.6978
2000,7,18,96.75,68.45,83.34,53.35,20.15,0,17.6,-996,10.14,23.46,0,76.9,81.4,2.0993,2.3179,1.7608
